unit_number	unit_name	section_number	section_name	content	level	has_analysis	prerequisites	difficulty_level	difficulty_score	difficulty_confidence	complexity_factors	bloom_level	bloom_confidence	cognitive_processes	educational_standards	cross_disciplinary_connections
Unit 13	Astronomy and Astrophysics	13.39	Asteroid Defense	"Planetary protection.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 13.2: Asteroids and Planetary Defense"	undergraduate	Yes	Newton's laws of motion; Gravitational force; Basic orbital mechanics; Kinetic energy; Momentum and impulse; Basic astronomy concepts; Vector mathematics; Energy conservation	intermediate	6	0.85	"Requires understanding of orbital mechanics; Involves multiple physics concepts (gravity, momentum, energy); Real-world applications of physics principles; Integration of astronomy and physics concepts; Analysis of different defense strategies"	analyze	0.85	differentiating impact scenarios; organizing defense strategies; integrating scientific concepts; examining risk factors	NGSS: HS-ESS3-4; NGSS: HS-ESS3-1; AP Physics: 6.B.1	Engineering (strong); Mathematics (strong); Geology (strong); Computer Science (strong); Policy Studies (moderate); Economics (moderate)
Unit 13	Astronomy and Astrophysics	13.40	Comets	"Composition, orbits.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 13.3: The “Long-Haired” Comets"	undergraduate	Yes	Basic celestial mechanics; Newton's laws of motion; Gravitational force; Kepler's laws of planetary motion; Basic chemistry (states of matter); Elliptical orbits; Vector basics; Scientific notation	intermediate	5	0.8	"Orbital mechanics concepts; Chemical composition understanding; Multiple components (nucleus, coma, tail); Elliptical orbit calculations; Influence of solar radiation"	understand	0.9	describing; explaining; classifying; recognizing	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: Mechanics: 3.B.1	Mathematics (strong); Chemistry (strong); History (moderate); Computer Science (moderate); Geology (moderate)
Unit 13	Astronomy and Astrophysics	13.41	Meteors	"Atmospheric entry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 14.1: Meteors"	undergraduate	Yes	Newton's laws of motion; Basic kinematics; Friction and air resistance; Conservation of energy; Basic thermodynamics (heat and temperature); Basic atmospheric science; Basic understanding of gravity; Vector quantities	intermediate	6	0.85	Requires understanding of multiple physics concepts; Involves thermodynamics and heat transfer; Requires knowledge of atmospheric physics; Includes velocity and acceleration calculations; Incorporates material science concepts	understand	0.8	explaining; describing; interpreting; classifying	NGSS: HS-PS3-2; NGSS: HS-PS1-5; AP Physics 1: 6.C.1.1	Chemistry (strong); Mathematics (strong); Geology (strong); Engineering (moderate); Environmental Science (moderate)
Unit 13	Astronomy and Astrophysics	13.42	Meteorites	"Composition, analysis.
**Interdisciplinary Relevance**: Supports planetary chemistry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 14.2: Meteorites: Stones from Heaven"	undergraduate	Yes	"Basic chemistry concepts (elements, compounds, chemical composition); Basic physics concepts (density, mass, velocity); Earth science fundamentals (rock types, mineral identification); Basic astronomy concepts (solar system formation, planets); Scientific measurement and analysis methods; Basic mathematical skills (percentages, ratios)"	intermediate	6	0.85	requires basic chemistry knowledge; involves multiple classification systems; requires understanding of geological processes; connects to planetary formation concepts; requires analytical thinking skills	analyze	0.9	differentiating; organizing; examining composition; comparing characteristics; classifying meteorite types	NGSS: HS-ESS1-6; NGSS: HS-PS1-1; AP Physics C: Big Idea 1.E	Chemistry (strong); Geology (strong); Mathematics (moderate); Biology (moderate); History (weak)
Unit 13	Astronomy and Astrophysics	13.43	Kuiper Belt	"Outer solar system.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 12.4: Pluto and Charon"	undergraduate	Yes	"Basic solar system structure; Orbital mechanics fundamentals; Gravity concepts; Astronomical units (AU); States of matter (ice, rock); Basic planetary classification"	intermediate	5	0.8	Abstract spatial visualization required; Distance and scale concepts; Multiple object interactions; Basic orbital mechanics understanding needed; Connection to planetary formation theories	understand	0.9	describing; explaining; classifying; recognizing	NGSS: HS-ESS1-4; NGSS: HS-ESS1-6; AP Physics C: Mechanics: 3.E.1	Chemistry (strong); Mathematics (strong); Geology (moderate); Computer Science (moderate); History (weak)
Unit 13	Astronomy and Astrophysics	13.44	Oort Cloud	"Comet reservoir.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 13.4: The Origin and Fate of Comets and Related Objects"	undergraduate	Yes	Basic orbital mechanics; Solar system structure; Gravitational forces; Scientific notation; Astronomical units; Comets and their composition; Kepler's laws of planetary motion	intermediate	6	0.8	Abstract spatial visualization required; Understanding of orbital mechanics needed; Large scale astronomical distances involved; Connections to solar system formation theories; Statistical nature of comet distribution	remember	0.9	recall; recognize; identify	NGSS: HS-ESS1-6; AP Physics C: CED-2.B; College Board Standards for College Success: ES.3.2.3	Mathematics (strong); Chemistry (strong); Computer Science (moderate); History (moderate); Biology (moderate)
Unit 13	Astronomy and Astrophysics	13.45	Solar System Formation	"Nebular hypothesis.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 14.3: Formation of the Solar System"	undergraduate	Yes	"Basic gravitation; States of matter; Conservation of angular momentum; Basic astronomy concepts (stars, planets, orbits); Basic thermodynamics; Chemical elements and composition; Newton's laws of motion"	intermediate	6	0.85	Requires understanding of gravitational forces; Involves multiple stages of formation; Combines concepts from physics and astronomy; Requires visualization of 3D processes over time; Includes understanding of angular momentum conservation	understand	0.9	explaining; describing; interpreting; summarizing	NGSS: HS-ESS1-6; NGSS: HS-ESS1-2; AP Physics 1: Big Idea 3	Chemistry (strong); Mathematics (strong); Geology (strong); Biology (moderate); Computer Science (moderate)
Unit 13	Astronomy and Astrophysics	13.46	Planetary Motion	"Orbital mechanics.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 3.1: The Laws of Planetary Motion"	undergraduate	Yes	Newton's Laws of Motion; Universal Gravitation; Circular Motion; Vector Mathematics; Basic Trigonometry; Kepler's Laws; Basic Calculus (for undergraduate level); Conservation of Angular Momentum; Conservation of Energy	intermediate	6	0.9	"Requires strong mathematical foundation (vectors, calculus); Abstract 3D spatial reasoning needed; Multiple interacting variables and forces; Application of multiple physics concepts (gravity, motion, energy); Understanding of Kepler's laws and their implications"	analyze	0.9	examining relationships; organizing parts; identifying patterns; integrating multiple concepts; differentiating variables	NGSS: HS-ESS1-4; AP Physics 1: 3.B.1; AP Physics C: Mechanics: Unit 7	Mathematics (strong); History (moderate); Computer Science (strong); Engineering (strong); Geology (moderate); Biology (weak)
Unit 13	Astronomy and Astrophysics	13.47	Sun’s Core	"Nuclear fusion.
**Interdisciplinary Relevance**: Supports nuclear chemistry.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 16.3: The Solar Interior: Theory"	undergraduate	Yes	Atomic structure; Nuclear structure; Mass-energy equivalence (E=mc²); Conservation of energy; Basic thermodynamics; Strong nuclear force; Periodic table and elements; Basic quantum mechanics concepts; Temperature and pressure relationships	advanced	8	0.9	Requires understanding of quantum mechanics; Involves nuclear physics concepts; Mathematical complexity of fusion reactions; Abstract nature of subatomic processes; Multiple interconnected physical principles; High temperature and pressure physics	understand	0.9	explaining; interpreting; describing; classifying	NGSS: HS-PS1-8; NGSS: HS-ESS1-1; AP Physics 2: 7.C.4; AP Chemistry: SAP-8.C	Chemistry (strong); Mathematics (strong); Biology (moderate); Environmental Science (moderate); Engineering (moderate)
Unit 13	Astronomy and Astrophysics	13.48	Sun’s Photosphere	"Visible surface.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 15.1: The Structure and Composition of the Sun"	undergraduate	Yes	Basic atomic structure; Electromagnetic spectrum; Temperature scales; States of matter and plasma; Blackbody radiation; Basic astronomy concepts (celestial objects); Light and optics fundamentals	beginner	2	0.9	Basic observational concept; Limited technical terminology; Mostly descriptive content; Direct visual connection to everyday experience	remember	0.9	recognizing; recalling; identifying	NGSS: HS-ESS1-1; AP Physics 2: 6.E.4; AP Physics C: 6.F	Chemistry (strong); Mathematics (moderate); Biology (moderate); Earth Science (strong); Computer Science (weak)
Unit 13	Astronomy and Astrophysics	13.49	Sun’s Corona	"Outer atmosphere.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 15.3: Solar Activity above the Photosphere"	undergraduate	Yes	"Basic atomic structure; Temperature scales and measurement; States of matter (plasma); Solar structure basics (core, photosphere); Basic electromagnetic spectrum; Gravitational fields; Basic thermodynamics"	intermediate	6	0.8	Abstract visualization required; Multiple physical processes involved; Complex temperature gradients; Requires understanding of plasma physics; Connection to magnetic fields and solar activity	understand	0.9	describing; explaining; identifying; recognizing	NGSS: HS-ESS1-1; AP Physics: 2.D.1; AP Physics 2: 6.E.4	Chemistry (strong); Mathematics (strong); Environmental Science (moderate); Computer Science (moderate); Engineering (moderate)
Unit 13	Astronomy and Astrophysics	13.50	Solar Cycle	"Sunspot cycles.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 15.2: The Solar Cycle"	undergraduate	Yes	"Basic astronomy concepts; Electromagnetic spectrum; Stellar structure; Solar features (photosphere, corona); Magnetism fundamentals; Solar rotation; Basic graphing and data analysis"	intermediate	6	0.85	"Requires understanding of magnetic fields; Involves cyclical patterns and periodicity; Combines multiple physics concepts (magnetism, plasma physics, nuclear fusion); Requires visualization of 3D magnetic field structures; Involves understanding of correlation with Earth effects"	understand	0.8	explaining; describing; interpreting; classifying; summarizing	NGSS: HS-ESS1-1; AP Physics 2: 6.E.4; College Board Science Standards: ES.C.2.1	Mathematics (strong); Chemistry (strong); Earth Science (strong); Biology (moderate); History (moderate)
Unit 13	Astronomy and Astrophysics	13.51	Solar Flares	"High-energy eruptions.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 15.3: Solar Activity above the Photosphere"	undergraduate	Yes	"Basic atomic structure; Electromagnetic radiation; Plasma physics fundamentals; Solar structure (photosphere, chromosphere, corona); Magnetic fields; Nuclear fusion basics; Energy and temperature concepts; Basic electromagnetic spectrum"	intermediate	6	0.8	Requires understanding of plasma physics; Involves electromagnetic phenomena; Multiple energy transfer mechanisms; Complex magnetic field interactions; Requires basic knowledge of nuclear fusion	understand	0.8	describing phenomena; explaining basic concepts; interpreting scientific phenomena; classifying solar events	NGSS: HS-ESS1-1; NGSS: HS-PS4-1; AP Physics: 6.E.4	Chemistry (strong); Mathematics (strong); Biology (moderate); Environmental Science (moderate); Computer Science (moderate); Engineering (strong)
Unit 13	Astronomy and Astrophysics	13.52	Coronal Mass Ejections	"Plasma emissions.
**Level**: High School, Undergraduate
**Reference**: Astronomy 2e, Chapter 15.3: Solar Activity above the Photosphere"	undergraduate	Yes	Basic plasma physics; Solar structure and layers; Electromagnetic fields; Temperature and energy concepts; Basic atomic physics; States of matter; Solar magnetic fields; Ionization	advanced	8	0.9	Requires understanding of plasma physics; Involves complex electromagnetic interactions; Demands knowledge of solar physics; Requires understanding of magnetohydrodynamics; Involves multiple interacting phenomena	understand	0.8	explaining; describing; interpreting; classifying	NGSS: HS-ESS1-1; NGSS: HS-PS3-5; AP Physics: 4.B.2	Chemistry (strong); Mathematics (strong); Environmental Science (moderate); Engineering (moderate); Computer Science (moderate)
